,seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt,start_lat,start_long,end_lat,end_long
20219,SS-020177,92.568,NOYES ST,FELSPAR ST,EMERALD ST,348.0468,40.0,Residential,AC Improved,13921.872,Good,1288719.847296,32.802742,-117.231972,32.803669,-117.232246
20220,SS-020178,88.59200000000001,NOYES ST,GARNET AV,FELSPAR ST,351.1947,40.0,Residential,AC Improved,14047.788,Good,1244521.634496,32.8017949,-117.2316864,32.802742,-117.231972
20221,SS-020179,69.19800000000001,NOYES ST,HORNBLEND ST,GARNET AV,349.9847,40.0,Prime,AC Improved,13999.388,Fair,968729.650824,32.8008774,-117.2314031,32.8017949,-117.2316864
20222,SS-020180,18.04,NOYES ST,GRAND AV,BALBOA AV,273.8269,40.0,Collector,AC Improved,10953.076000000001,Poor,197593.49104000002,32.7999573,-117.2311312,32.8006765,-117.2313452
20223,SS-020181,79.86399999999999,NOYES ST,THOMAS AV,GRAND AV,371.3233,40.0,Residential,AC Improved,14852.931999999999,Good,1186214.561248,32.798893,-117.230797,32.7999573,-117.2311312
20224,SS-020182,70.916,NOYES ST,REED AV,THOMAS AV,350.9544,40.0,Residential,AC Improved,14038.176000000001,Good,995531.289216,32.797958,-117.230507,32.798893,-117.230797
20225,SS-020183,75.77,NOYES ST,OLIVER AV,REED AV,350.7078,40.0,Residential,PCC Jointed Concrete,14028.312,Good,1062925.20024,32.7970308,-117.2302088,32.797958,-117.230507
20226,SS-020184,60.81,NOYES ST,PACIFIC BEACH DR,OLIVER AV,312.633,40.0,Local,AC Improved,12505.32,Fair,760448.5092,32.7962092,-117.229958,32.7970308,-117.2302088
20227,SS-020185,85.75200000000001,NUTE WY,HUNRICHS WY,HUERFANO AV,787.0,36.0,Residential,AC Improved,28332.0,Good,2429525.664,32.818394,-117.219749,32.8185157,-117.2172109
20228,SS-020186,85.74,NUTE WY,CONNER CT,HUNRICHS WY,164.0,36.0,Residential,AC Improved,5904.0,Good,506208.96,32.818275,-117.2202707,32.818394,-117.219749
20229,SS-020187,50.0,NUTMEG PL,NUTMEG ST,OLIVE ST,362.03,40.0,Residential,AC Unimproved,14481.2,Fair,724060.0,32.7338798,-117.1260312,32.7347035,-117.1264335
20230,SS-020192,46.93,NUTMEG ST,NUTMEG PL,32ND ST,291.4323,40.0,Residential,AC Unimproved,11657.292,Fair,547076.7135600001,32.7338798,-117.1260312,32.7338638,-117.1250778
20231,SS-020193,72.42,NUTMEG ST,32ND ST,BANCROFT ST,263.4213,52.0,Collector,AC Improved,13697.9076,Good,992002.468392,32.7338638,-117.1250778,32.7338022,-117.1242419
20232,SS-020194,57.68,NUTMEG ST,33RD ST,33RD ST,64.0314,50.0,Residential,AC Improved,3201.57,Fair,184666.5576,32.7338075,-117.1231262,32.7338075,-117.1231262
20233,SS-020196,44.75,NUTMEG ST,KEW TR,BOUNDARY ST,570.0142,29.0,Residential,AC Improved,16530.4118,Fair,739735.92805,32.7338156,-117.1198112,32.7338224,-117.118162
20234,SS-020197,37.966,NUTMEG ST,FELTON ST,TERESITA ST,241.6678,40.0,Residential,AC Improved,9666.712,Poor,367006.387792,32.7338019,-117.1221564,32.7337871,-117.1213679
20235,SS-020198,46.59,NUTMEG ST,01ST AV,02ND AV,276.0001,52.0,Residential,AC Improved,14352.0052,Fair,668659.9222680001,32.7332204,-117.1640197,32.7334689,-117.1617065
20236,SS-020199,28.24,NUTMEG ST,02ND AV,03RD AV,285.0015,52.0,Residential,AC Improved,14820.078000000001,Poor,418519.00272,32.7334689,-117.1617065,32.7334689,-117.1617065
20237,SS-020200,35.14,NUTMEG ST,03RD AV,04TH AV,280.0019,52.0,Residential,AC Improved,14560.0988,Poor,511641.871832,32.7334689,-117.1617065,32.7334708,-117.1612207
20238,SS-020201,30.52,NUTMEG ST,05TH AV,06TH AV,274.0016,52.0,Residential,AC Improved,14248.0832,Poor,434851.49926400004,32.7337518,-117.1601749,32.7334689,-117.1617065
